ID,Expression,Answer
18284,684-276,408
18285,906-321,585
18286,248-636,-388
18287,691-114,577
18288,300-994,-694
18289,464-762,-298
18290,397-719,-322
18291,221-119,102
18292,558-526,32
18293,930-543,387
18294,901-861,40
18295,620-867,-247
18296,410-290,120
18297,803-961,-158
18298,186-505,-319
18299,835-490,345
18300,21-655,-634
18301,449-340,109
18302,720-59,661
18303,930-655,275
18304,9-520,-511
18305,316-390,-74
18306,426-894,-468
18307,547-28,519
18308,429-817,-388
18309,38-132,-94
18310,320-522,-202
18311,275-466,-191
18312,360-949,-589
18313,916-986,-70
18314,866-957,-91
18315,588-29,559
18316,94-9,85
18317,940-228,712
18318,344-389,-45
18319,606-626,-20
18320,571-61,510
18321,183-583,-400
18322,766-694,72
18323,185-160,25
18324,624-488,136
18325,238-820,-582
18326,558-905,-347
18327,643-722,-79
18328,123-99,24
18329,996-385,611
18330,188-286,-98
18331,169-818,-649
18332,408-757,-349
18333,595-599,-4
18334,195-472,-277
18335,935-592,343
18336,639-22,617
18337,207-413,-206
18338,727-633,94
18339,314-670,-356
18340,626-722,-96
18341,68-961,-893
18342,693-790,-97
18343,63-193,-130
18344,371-708,-337
18345,806-568,238
18346,513-838,-325
18347,571-566,5
18348,560-720,-160
18349,14-768,-754
18350,692-830,-138
18351,432-171,261
18352,484-355,129
18353,243-932,-689
18354,499-795,-296
18355,756-816,-60
18356,931-930,1
18357,618-84,534
18358,510-915,-405
18359,220-416,-196
18360,243-135,108
18361,53-900,-847
18362,741-863,-122
18363,82-280,-198
18364,426-336,90
18365,386-39,347
18366,681-869,-188
18367,62-458,-396
18368,282-412,-130
18369,664-888,-224
18370,273-301,-28
18371,251-879,-628
18372,221-337,-116
18373,546-818,-272
18374,449-215,234
18375,551-961,-410
18376,770-679,91
18377,883-629,254
18378,994-258,736
18379,604-134,470
18380,710-387,323
18381,639-983,-344
18382,531-924,-393
18383,238-609,-371
18384,620-866,-246
18385,256-751,-495
18386,416-856,-440
18387,254-373,-119
18388,343-97,246
18389,459-593,-134
18390,499-115,384
18391,982-58,924
18392,938-747,191
18393,771-244,527
18394,288-928,-640
18395,638-148,490
18396,881-592,289
18397,782-754,28
18398,323-765,-442
18399,118-902,-784
18400,278-994,-716
18401,207-707,-500
18402,325-302,23
18403,398-260,138
18404,178-891,-713
18405,375-912,-537
18406,949-735,214
18407,689-427,262
18408,616-540,76
18409,563-938,-375
18410,82-690,-608
18411,922-998,-76
18412,413-910,-497
18413,412-983,-571
18414,758-372,386
18415,256-573,-317
18416,348-425,-77
18417,753-187,566
18418,128-882,-754
18419,911-442,469
18420,465-771,-306
18421,377-926,-549
18422,677-639,38
18423,976-561,415
18424,279-515,-236
18425,735-291,444
18426,57-954,-897
18427,873-231,642
18428,423-331,92
18429,437-984,-547
18430,874-977,-103
18431,444-840,-396
18432,359-199,160
18433,135-205,-70
18434,539-81,458
18435,984-210,774
18436,673-89,584
18437,358-120,238
18438,204-72,132
18439,654-479,175
18440,649-228,421
18441,924-780,144
18442,134-51,83
18443,274-403,-129
18444,694-459,235
18445,255-483,-228
18446,654-539,115
18447,360-390,-30
18448,614-740,-126
18449,142-560,-418
18450,225-293,-68
18451,157-605,-448
18452,451-906,-455
18453,258-664,-406
18454,154-924,-770
18455,110-343,-233
18456,807-451,356
18457,935-564,371
18458,92-974,-882
18459,871-128,743
18460,170-710,-540
18461,862-50,812
18462,806-411,395
18463,480-454,26
18464,104-529,-425
18465,431-350,81
18466,469-966,-497
18467,517-719,-202
18468,852-833,19
18469,418-443,-25
18470,917-706,211
18471,365-116,249
18472,706-739,-33
18473,120-650,-530
18474,154-483,-329
18475,609-239,370
18476,879-487,392
18477,146-804,-658
18478,71-226,-155
18479,364-210,154
18480,721-291,430
18481,450-757,-307
18482,287-721,-434
18483,781-589,192
18484,199-286,-87
18485,181-369,-188
18486,223-216,7
18487,404-466,-62
18488,956-633,323
18489,581-116,465
18490,912-372,540
18491,792-215,577
18492,193-524,-331
18493,544-470,74
18494,36-169,-133
18495,68-12,56
18496,777-952,-175
18497,782-585,197
18498,392-949,-557
18499,665-794,-129
18500,67-359,-292
18501,223-446,-223
18502,538-717,-179
18503,406-993,-587
18504,20-343,-323
18505,813-438,375
18506,745-631,114
18507,564-172,392
18508,308-715,-407
18509,301-338,-37
18510,33-307,-274
18511,12-543,-531
18512,365-753,-388
18513,336-910,-574
18514,599-855,-256
18515,194-192,2
18516,442-963,-521
18517,239-47,192
18518,259-644,-385
18519,9-836,-827
18520,803-172,631
18521,840-689,151
18522,805-939,-134
18523,543-703,-160
18524,521-220,301
18525,360-446,-86
18526,229-662,-433
18527,858-424,434
18528,893-616,277
18529,547-269,278
18530,544-847,-303
18531,859-728,131
18532,304-489,-185
18533,110-491,-381
18534,294-664,-370
18535,776-787,-11
18536,878-741,137
18537,471-419,52
18538,709-830,-121
18539,80-46,34
18540,469-790,-321
18541,236-630,-394
18542,307-565,-258
18543,327-187,140
18544,310-530,-220
18545,562-388,174
18546,235-66,169
18547,872-111,761
18548,607-348,259
18549,460-960,-500
18550,735-74,661
18551,393-10,383
18552,68-9,59
18553,482-511,-29
18554,351-505,-154
18555,120-187,-67
18556,358-513,-155
18557,801-816,-15
18558,573-503,70
18559,181-630,-449
18560,589-950,-361
18561,974-451,523
18562,701-337,364
18563,967-461,506
18564,400-821,-421
18565,802-878,-76
18566,552-418,134
18567,35-160,-125
18568,91-214,-123
18569,958-761,197
18570,25-269,-244
18571,42-448,-406
18572,205-367,-162
18573,9-416,-407
18574,386-726,-340
18575,114-492,-378
18576,400-110,290
18577,448-709,-261
18578,684-370,314
18579,610-81,529
18580,862-786,76
18581,745-906,-161
18582,45-467,-422
18583,960-693,267
18584,302-773,-471
18585,413-844,-431
18586,607-573,34
18587,367-769,-402
18588,893-242,651
18589,834-124,710
18590,211-914,-703
18591,172-301,-129
18592,537-320,217
18593,47-887,-840
18594,41-209,-168
18595,973-194,779
18596,819-527,292
18597,633-425,208
18598,31-597,-566
18599,93-641,-548
18600,891-577,314
18601,269-766,-497
18602,202-821,-619
18603,467-321,146
18604,558-673,-115
18605,473-384,89
18606,271-583,-312
18607,807-590,217
18608,865-394,471
18609,284-56,228
18610,840-158,682
18611,313-10,303
18612,770-860,-90
18613,322-441,-119
18614,601-923,-322
18615,185-620,-435
18616,637-478,159
18617,332-899,-567
18618,895-831,64
18619,740-574,166
18620,97-75,22
18621,911-392,519
18622,180-488,-308
18623,935-781,154
18624,199-698,-499
18625,111-667,-556
18626,299-954,-655
18627,277-461,-184
18628,376-760,-384
18629,111-83,28
18630,514-648,-134
18631,773-917,-144
18632,195-75,120
18633,248-646,-398
18634,413-260,153
18635,267-917,-650
18636,290-737,-447
18637,261-222,39
18638,563-561,2
18639,755-724,31
18640,405-581,-176
18641,415-202,213
18642,968-853,115
18643,839-77,762
18644,46-954,-908
18645,475-848,-373
18646,698-939,-241
18647,429-584,-155
18648,76-340,-264
18649,539-70,469
18650,946-730,216
18651,84-592,-508
18652,909-24,885
18653,588-791,-203
18654,480-508,-28
18655,959-83,876
18656,371-936,-565
18657,783-855,-72
18658,809-821,-12
18659,216-607,-391
18660,620-812,-192
18661,787-474,313
18662,493-654,-161
18663,146-21,125
18664,705-332,373
18665,727-552,175
18666,447-716,-269
18667,431-811,-380
18668,162-440,-278
18669,101-686,-585
18670,303-531,-228
18671,410-856,-446
18672,910-669,241
18673,332-918,-586
18674,756-23,733
18675,918-147,771
18676,435-581,-146
18677,161-486,-325
18678,62-964,-902
18679,513-223,290
18680,967-562,405
18681,905-424,481
18682,247-915,-668
18683,609-301,308
18684,887-743,144
18685,524-600,-76
18686,510-562,-52
18687,208-327,-119
18688,112-440,-328
18689,429-305,124
18690,95-866,-771
18691,280-724,-444
18692,892-105,787
18693,194-102,92
18694,727-227,500
18695,841-708,133
18696,266-712,-446
18697,184-510,-326
18698,901-467,434
18699,3-174,-171
18700,456-404,52
18701,667-252,415
18702,607-592,15
18703,551-767,-216
18704,224-315,-91
18705,816-663,153
18706,40-952,-912
18707,505-491,14
18708,546-522,24
18709,142-755,-613
18710,955-308,647
18711,794-629,165
18712,770-504,266
18713,354-556,-202
18714,462-172,290
18715,975-778,197
18716,784-743,41
18717,891-77,814
18718,344-881,-537
18719,447-740,-293
18720,887-170,717
18721,792-208,584
18722,421-529,-108
18723,161-683,-522
18724,803-581,222
18725,150-100,50
18726,391-909,-518
18727,6-501,-495
18728,788-462,326
18729,466-757,-291
18730,279-787,-508
18731,726-756,-30
18732,13-529,-516
18733,407-828,-421
18734,171-318,-147
18735,31-525,-494
18736,653-281,372
18737,157-328,-171
18738,788-981,-193
18739,830-780,50
18740,739-762,-23
18741,719-725,-6
18742,831-702,129
18743,214-510,-296
18744,138-944,-806
18745,288-503,-215
18746,670-472,198
18747,647-37,610
18748,735-961,-226
18749,835-888,-53
18750,446-763,-317
18751,759-65,694
18752,364-959,-595
18753,772-510,262
18754,76-526,-450
18755,46-573,-527
18756,705-228,477
18757,728-102,626
18758,545-987,-442
18759,326-82,244
18760,231-151,80
18761,173-232,-59
18762,287-877,-590
18763,579-553,26
18764,343-620,-277
18765,165-588,-423
18766,144-731,-587
18767,55-470,-415
18768,91-124,-33
18769,175-229,-54
18770,19-653,-634
18771,961-191,770
18772,147-62,85
18773,404-857,-453
18774,78-606,-528
18775,393-407,-14
18776,916-341,575
18777,447-477,-30
18778,433-371,62
18779,180-204,-24
18780,969-127,842
18781,367-503,-136
18782,227-217,10
18783,505-811,-306
18784,912-772,140
18785,603-722,-119
18786,59-478,-419
18787,913-641,272
18788,265-268,-3
18789,443-549,-106
18790,188-621,-433
18791,619-956,-337
18792,217-121,96
18793,578-354,224
18794,207-61,146
18795,329-344,-15
18796,255-367,-112
18797,416-831,-415
18798,690-819,-129
18799,655-591,64
18800,162-74,88
18801,155-81,74
18802,298-713,-415
18803,467-873,-406
18804,805-443,362
18805,423-715,-292
18806,932-318,614
18807,672-470,202
18808,163-606,-443
18809,158-206,-48
18810,845-974,-129
18811,476-371,105
18812,230-499,-269
18813,871-857,14
18814,735-202,533
18815,915-877,38
18816,633-54,579
18817,900-166,734
18818,751-169,582
18819,217-792,-575
18820,684-121,563
18821,203-733,-530
18822,480-240,240
18823,187-591,-404
18824,975-833,142
18825,915-978,-63
18826,752-430,322
18827,468-313,155
18828,847-110,737
18829,337-426,-89
18830,322-320,2
18831,864-769,95
18832,675-773,-98
18833,758-522,236
18834,98-270,-172
18835,369-888,-519
18836,340-19,321
18837,789-4,785
18838,151-517,-366
18839,990-895,95
18840,514-656,-142
18841,892-364,528
18842,37-591,-554
18843,132-224,-92
18844,392-272,120
18845,638-873,-235
18846,971-67,904
18847,97-641,-544
18848,148-291,-143
18849,804-388,416
18850,553-69,484
18851,292-919,-627
18852,251-676,-425
18853,117-435,-318
18854,241-434,-193
18855,705-804,-99
18856,314-900,-586
18857,804-980,-176
18858,961-13,948
18859,755-153,602
18860,695-412,283
18861,293-798,-505
18862,16-88,-72
18863,994-253,741
18864,33-370,-337
18865,322-828,-506
18866,803-733,70
18867,762-296,466
18868,242-289,-47
18869,307-99,208
18870,899-6,893
18871,662-479,183
18872,547-819,-272
18873,83-143,-60
18874,445-723,-278
18875,772-530,242
18876,200-36,164
18877,297-133,164
18878,790-72,718
18879,62-227,-165
18880,398-661,-263
18881,493-929,-436
18882,780-602,178
18883,681-716,-35
18884,686-364,322
18885,572-97,475
18886,20-828,-808
18887,335-302,33
18888,943-347,596
18889,104-754,-650
18890,372-831,-459
18891,753-403,350
18892,465-593,-128
18893,573-951,-378
18894,718-572,146
18895,300-349,-49
18896,592-996,-404
18897,232-314,-82
18898,721-512,209
18899,813-842,-29
18900,663-197,466
18901,196-227,-31
18902,571-780,-209
18903,365-903,-538
18904,750-328,422
18905,65-569,-504
18906,307-11,296
18907,256-450,-194
18908,205-290,-85
18909,128-880,-752
18910,908-972,-64
18911,844-139,705
18912,927-4,923
18913,309-335,-26
18914,964-973,-9
18915,695-679,16
18916,397-273,124
18917,875-827,48
18918,120-186,-66
18919,716-284,432
18920,140-442,-302
18921,136-593,-457
18922,938-703,235
18923,47-250,-203
18924,982-277,705
18925,432-267,165
18926,111-768,-657
18927,721-681,40
18928,762-676,86
18929,114-860,-746
18930,816-610,206
18931,997-385,612
18932,213-230,-17
18933,433-747,-314
18934,276-341,-65
18935,618-319,299
18936,591-617,-26
18937,380-179,201
18938,518-389,129
18939,401-996,-595
18940,37-452,-415
18941,513-66,447
18942,407-90,317
18943,850-597,253
18944,705-917,-212
18945,178-34,144
18946,630-487,143
18947,653-630,23
18948,71-876,-805
18949,177-556,-379
18950,329-257,72
18951,430-432,-2
18952,506-846,-340
18953,463-939,-476
18954,849-695,154
18955,716-630,86
18956,951-168,783
18957,12-236,-224
18958,720-859,-139
18959,173-228,-55
18960,57-982,-925
18961,859-634,225
18962,210-626,-416
18963,486-762,-276
18964,192-733,-541
18965,49-803,-754
18966,86-605,-519
18967,138-810,-672
18968,990-209,781
18969,676-805,-129
18970,91-927,-836
18971,583-799,-216
18972,944-719,225
18973,751-958,-207
18974,301-150,151
18975,184-791,-607
18976,580-617,-37
18977,421-165,256
18978,595-405,190
18979,521-267,254
18980,230-241,-11
18981,99-876,-777
18982,959-391,568
18983,737-907,-170
18984,203-851,-648
18985,620-663,-43
18986,314-736,-422
18987,663-376,287
18988,890-762,128
18989,386-740,-354
18990,701-258,443
18991,131-584,-453
18992,809-914,-105
18993,378-668,-290
18994,903-681,222
18995,227-804,-577
18996,835-561,274
18997,809-834,-25
18998,442-143,299
18999,334-619,-285
19000,758-221,537
19001,830-683,147
19002,894-969,-75
19003,257-691,-434
19004,799-881,-82
19005,142-180,-38
19006,461-788,-327
19007,922-77,845
19008,330-724,-394
19009,67-8,59
19010,331-446,-115
19011,346-459,-113
19012,181-217,-36
19013,84-860,-776
19014,356-451,-95
19015,929-813,116
19016,733-645,88
19017,484-239,245
19018,299-278,21
19019,679-787,-108
19020,209-478,-269
19021,752-422,330
19022,182-818,-636
19023,852-564,288
19024,172-269,-97
19025,382-611,-229
19026,420-886,-466
19027,510-878,-368
19028,858-770,88
19029,78-618,-540
19030,868-820,48
19031,587-730,-143
19032,703-871,-168
19033,88-937,-849
19034,747-524,223
19035,854-152,702
19036,883-542,341
19037,870-324,546
19038,970-120,850
19039,351-280,71
19040,112-122,-10
19041,138-49,89
19042,380-311,69
19043,612-694,-82
19044,66-503,-437
19045,524-757,-233
19046,347-580,-233
19047,576-272,304
19048,244-424,-180
19049,225-941,-716
19050,1-790,-789
19051,787-825,-38
19052,228-521,-293
19053,452-607,-155
19054,619-549,70
19055,274-453,-179
19056,157-52,105
19057,490-640,-150
19058,272-851,-579
19059,16-450,-434
19060,12-105,-93
19061,855-768,87
19062,409-954,-545
19063,831-843,-12
19064,146-74,72
19065,727-475,252
19066,775-977,-202
19067,799-377,422
19068,911-215,696
19069,530-746,-216
19070,435-443,-8
19071,17-521,-504
19072,791-677,114
19073,175-794,-619
19074,146-147,-1
19075,775-719,56
19076,547-894,-347
19077,367-722,-355
19078,862-976,-114
19079,240-877,-637
19080,74-519,-445
19081,624-410,214
19082,429-842,-413
19083,636-721,-85
19084,320-361,-41
19085,714-988,-274
19086,634-796,-162
19087,235-601,-366
19088,623-242,381
19089,205-194,11
19090,899-995,-96
19091,743-442,301
19092,23-192,-169
19093,14-653,-639
19094,343-740,-397
19095,359-230,129
19096,359-532,-173
19097,85-749,-664
19098,736-881,-145
19099,783-61,722
19100,758-551,207
19101,64-641,-577
19102,592-985,-393
19103,517-211,306
19104,708-316,392
19105,913-668,245
19106,482-492,-10
19107,221-295,-74
19108,855-235,620
19109,487-333,154
19110,215-396,-181
19111,587-452,135
19112,241-470,-229
19113,824-116,708
19114,144-4,140
19115,751-952,-201
19116,655-868,-213
19117,936-494,442
19118,105-629,-524
19119,616-21,595
19120,498-985,-487
19121,594-534,60
19122,226-193,33
19123,626-708,-82
19124,697-493,204
19125,254-208,46
19126,852-37,815
19127,931-742,189
19128,541-460,81
19129,93-700,-607
19130,796-862,-66
19131,241-216,25
19132,798-651,147
19133,639-141,498
19134,286-73,213
19135,792-129,663
19136,993-983,10
19137,465-972,-507
19138,692-250,442
19139,493-287,206
19140,240-428,-188
19141,340-929,-589
19142,20-112,-92
19143,617-509,108
19144,34-467,-433
19145,18-743,-725
19146,23-708,-685
19147,487-729,-242
19148,620-446,174
19149,681-43,638
19150,592-566,26
19151,274-74,200
19152,969-189,780
19153,558-709,-151
19154,641-568,73
19155,591-416,175
19156,822-750,72
19157,632-143,489
19158,839-662,177
19159,529-189,340
19160,625-157,468
19161,309-851,-542
19162,839-674,165
19163,234-887,-653
19164,914-763,151
19165,404-138,266
19166,648-801,-153
19167,820-918,-98
19168,143-667,-524
19169,551-261,290
19170,347-602,-255
19171,237-308,-71
19172,852-902,-50
19173,103-886,-783
19174,601-169,432
19175,218-821,-603
19176,185-366,-181
19177,56-657,-601
19178,807-730,77
19179,515-455,60
19180,455-711,-256
19181,812-203,609
19182,972-895,77
19183,871-48,823
19184,48-74,-26
19185,847-791,56
19186,908-260,648
19187,172-481,-309
19188,727-742,-15
19189,717-153,564
19190,581-698,-117
19191,196-587,-391
19192,846-720,126
19193,693-388,305
19194,48-829,-781
19195,692-794,-102
19196,214-203,11
19197,287-809,-522
19198,432-387,45
19199,440-996,-556
19200,400-316,84
19201,116-278,-162
19202,913-137,776
19203,475-55,420
19204,234-717,-483
19205,816-332,484
19206,373-838,-465
19207,772-841,-69
19208,913-57,856
19209,992-221,771
19210,742-311,431
19211,135-542,-407
19212,969-284,685
19213,928-4,924
19214,477-439,38
19215,133-755,-622
19216,342-877,-535
19217,68-641,-573
19218,475-932,-457
19219,977-951,26
19220,20-677,-657
19221,72-527,-455
19222,481-924,-443
19223,397-940,-543
19224,704-275,429
19225,502-878,-376
19226,63-181,-118
19227,538-101,437
19228,849-84,765
19229,612-376,236
19230,26-833,-807
19231,412-797,-385
19232,395-9,386
19233,694-799,-105
19234,883-879,4
19235,921-155,766
19236,457-924,-467
19237,180-58,122
19238,651-584,67
19239,284-714,-430
19240,28-853,-825
19241,990-777,213
19242,71-171,-100
19243,924-863,61
19244,612-98,514
19245,511-657,-146
19246,291-219,72
19247,66-964,-898
19248,596-666,-70
19249,340-732,-392
19250,635-433,202
19251,62-910,-848
19252,329-176,153
19253,665-900,-235
19254,294-512,-218
19255,724-99,625
19256,631-479,152
19257,761-387,374
19258,109-915,-806
19259,956-91,865
19260,677-669,8
19261,266-522,-256
19262,439-747,-308
19263,129-484,-355
19264,690-302,388
19265,801-87,714
19266,63-571,-508
19267,873-457,416
19268,856-220,636
19269,403-264,139
19270,325-569,-244
19271,999-705,294
19272,584-103,481
19273,879-331,548
19274,908-8,900
19275,189-51,138
19276,804-905,-101
19277,198-414,-216
19278,192-361,-169
19279,728-104,624
19280,620-392,228
19281,819-127,692
19282,330-416,-86
19283,81-867,-786
19284,667-788,-121
19285,542-516,26
19286,567-727,-160
19287,64-733,-669
19288,658-844,-186
19289,442-177,265
19290,518-955,-437
19291,316-940,-624
19292,760-481,279
19293,78-159,-81
19294,242-855,-613
19295,483-87,396
19296,94-72,22
19297,793-113,680
19298,250-392,-142
19299,439-424,15
